content,tips,lesson,translation,mask
"さんごくじだい（三国時代）[专] 三国时代","","69","[专] 三国时代","三国時代"
"しん（秦）[专] 秦代","","69","[专] 秦代","秦"
"まなぶ（学ぶ）[动1] 学习，模仿","","69","[动1] 学习，模仿","学ぶ"
"しんこうする（信仰する）[动3] 信仰","","69","[动3] 信仰","信仰する"
"くにぐに（国々）[名] 各国，诸国","","69","[名] 各国，诸国","国々"
"きゃくしつ（客室）[名] 客房，客厅","","69","[名] 客房，客厅","客室"
"とういつする（統一する）[动3] 统一","","69","[动3] 统一","統一する"
"はブラシ（歯ブラシ）[名] 牙刷","","69","[名] 牙刷","歯ブラシ"
"せいはつりょう（整髪料）[名] 整发液","","69","[名] 整发液","整髪料"
"たいりく（大陸）[名] 大陆","","69","[名] 大陆","大陸"
"どうこう（動向）[名] 走向，动向","","69","[名] 走向，动向","動向"
"せんねんする（専念する）[动3] 专心，专心致志","","69","[动3] 专心，专心致志","専念する"
"ひろう（疲労）[名] 疲劳","","69","[名] 疲劳","疲労"
"にんげんドック（人間ドック）[名] 短期住院综合体检","","69","[名] 短期住院综合体检","人間ドック"
"けんこうしんだん（健康診断）[名] 体检，健康检查","","69","[名] 体检，健康检查","健康診断"
"メタボリックしょうこうぐん（～症候群）[名] 代谢症候群，代谢综合症","","69","[名] 代谢症候群，代谢综合症","～症候群"
"とうにょうびょう（糖尿病）[名] 糖尿病","","69","[名] 糖尿病","糖尿病"
"つうふう（痛風）[名] 痛风","","69","[名] 痛风","痛風"
"ひざかんせつえん（ひざ関節炎）[名] 膝关节炎","","69","[名] 膝关节炎","ひざ関節炎"
"～だい（～代）～多岁","","69","～多岁","～代"
"がまんする（我慢する）[动3] 忍耐","","69","[动3] 忍耐","我慢する"
"つうようする（通用する）[动3] 通用，兼用","","69","[动3] 通用，兼用","通用する"
"でんしじしょ（電子辞書）[名] 电子辞典","","69","[名] 电子辞典","電子辞書"
"だいどころ（台所）[名] 厨房","","69","[名] 厨房","台所"
"ソファー[名] 沙发","","69","[名] 沙发","ソファー"
"したぎ（下着）[名] 内衣，衬衣","","69","[名] 内衣，衬衣","下着"
"びじゅつひん（美術品）[名] 美术品","","69","[名] 美术品","美術品"
"コック[名] 厨师","","69","[名] 厨师","コック"
"きそくただしい（規則正しい）[形1] 懂规矩，有规矩","","69","[形1] 懂规矩，有规矩","規則正しい"
"ひけつ（秘訣）[名] 秘诀","","69","[名] 秘诀","秘訣"
"マザー・テレサ[专] 特里莎嬤嬤","","69","[专] 特里莎嬤嬤","マザー・テレサ"
"じんるい（人類）[名] 人类","","69","[名] 人类","人類"
"ささげる（捧げる）[动2] 奉献，贡献","","69","[动2] 奉献，贡献","捧げる"
"してきする（指摘する）[动3] 指出","","69","[动3] 指出","指摘する"
"～ようひん（～用品）～用品","","69","～用品","～用品"
"えのもと（榎本）[专] 榎本","","70","[专] 榎本","榎本"
"だいほん（台本）[名] 脚本，剧本","","70","[名] 脚本，剧本","台本"
"うけたまわる（承る）[动1] 知道，敬悉","","70","[动1] 知道，敬悉","承る"
"デジタルカメラ[名] 数码相机","","70","[名] 数码相机","デジタルカメラ"
"でんわがとおい（電話が遠い）电话听不清楚","","70","电话听不清楚","電話が遠い"
"はずす（外す）[动1] 不在，离开；摘下，去除","","70","[动1] 不在，离开；摘下，去除","外す"
"おりかえす（折り返す）[动1] 折回，返回","","70","[动1] 折回，返回","折り返す"
"でんぱ（電波）[名] 电波","","70","[名] 电波","電波"
"きゅうよう（急用）[名] 急事","","70","[名] 急事","急用"
"サイクリング[名] 自行车旅行","","70","[名] 自行车旅行","サイクリング"
"しんさ（審査）[名] 评审，审查","","70","[名] 评审，审查","審査"
"えだまめ（枝豆）[名] 毛豆","","70","[名] 毛豆","枝豆"
"はんばいいん（販売員）[名] 销售人员","","70","[名] 销售人员","販売員"
"しいれ（仕入れ）[名] 采购，买进，购买","","70","[名] 采购，买进，购买","仕入れ"
"せきをはずす（席を外す）不在，离席","","70","不在，离席","席を外す"
"ごめんください 再见","","70","再见","ごめんください"
"みみがとおい（耳が遠い）耳朵背，听力差","","70","耳朵背，听力差","耳が遠い"
"おこしいただく（お越しいただく）敬请光临，请过来","","70","敬请光临，请过来","お越しいただく"
"シーエスぼうえき（CS貿易）[专] CS贸易公司","","70","[专] CS贸易公司","CS貿易"
"とうきょういんさつ（東京印刷）[专] 东京印刷厂","","70","[专] 东京印刷厂","東京印刷"
"けいり（経理）[名] 经营管理；经理","","70","[名] 经营管理；经理","経理"
"ヒマワリほけん（～保険）[专] 向日葵保险公司","","70","[专] 向日葵保险公司","～保険"
"そうむ（総務）[名] 总务","","70","[名] 总务","総務"
"やまぐち（山口）[专] 山口","","70","[专] 山口","山口"
"スターりょこう（～旅行）[专] 星星旅行社","","70","[专] 星星旅行社","～旅行"
"さいとう（斉藤）[专] 齐藤","","70","[专] 齐藤","斉藤"
"きしゃ（帰社）[名] 回公司","","70","[名] 回公司","帰社"
"こうしゅうしょくひん（広州食品）[专] 广州食品公司","","70","[专] 广州食品公司","広州食品"
"みつもり（見積もり）[名] 费用，估计，估价","","70","[名] 费用，估计，估价","見積もり"
"なりた（成田）[专] 成田","","70","[专] 成田","成田"
"みむらでんき（三村電気）[专] 三村电器公司","","70","[专] 三村电器公司","三村電気"
"エムアイティーななせんきゅうひゃく（MIT－7900）[专] MIT—7900","","70","[专] MIT—7900","MIT－7900"
"コンパクト[形2] 小型而内容充实的","","70","[形2] 小型而内容充实的","コンパクト"
"じゅうじつする（充実する）[动3] 充实","","70","[动3] 充实","充実する"
"まんさいする（満載する）[动3] 满载，装满","","70","[动3] 满载，装满","満載する"
"かのうせい（可能性）[名] 可能性","","70","[名] 可能性","可能性"
"らくらく（楽々）[副] 简单，非常容易；安适","","70","[副] 简单，非常容易；安适","楽々"
"ダイヤル[名] 旋钮，调谐度盘","","70","[名] 旋钮，调谐度盘","ダイヤル"
"ゆうやけ（夕焼け）[名] 晚霞","","70","[名] 晚霞","夕焼け"
"はくりょく（迫力）[名] 扣人心弦，动人的力量","","70","[名] 扣人心弦，动人的力量","迫力"
"うちあげはなび（打ち上げ花火）[名] 发射的烟花","","70","[名] 发射的烟花","打ち上げ花火"
"レンズ[名] 镜头","","70","[名] 镜头","レンズ"
"かのう（可能）[名] 可以，可能","","70","[名] 可以，可能","可能"
"どうが（動画）[名] 动画","","70","[名] 动画","動画"
"とうさいする（搭載する）[动3] 装载","","70","[动3] 装载","搭載する"
"シーン[名] 场景，场面；景色","","70","[名] 场景，场面；景色","シーン"
"おもいどおり（思い通り）[名] 如自己所想","","70","[名] 如自己所想","思い通り"
"モード[名] 模式，形式，方法","","70","[名] 模式，形式，方法","モード"
"じょうたい（状態）[名] 状态","","70","[名] 状态","状態"
"さいせい（再生）[名] 显示；再生，重放","","70","[名] 显示；再生，重放","再生"
"レバー[名] 操纵柄，手柄，杠杆，控制杆","","70","[名] 操纵柄，手柄，杠杆，控制杆","レバー"
"はいち（配置）[名] 设置，配置，安置","","70","[名] 设置，配置，安置","配置"
"じゅうでん（充電）[名] 充电","","70","[名] 充电","充電"
"かんでんち（乾電池）[名] 干电池","","70","[名] 干电池","乾電池"
"てのひら（手のひら）[名] 手掌","","70","[名] 手掌","手のひら"
"こがた（小型）[名] 小型","","70","[名] 小型","小型"
"けいりょう（軽量）[名] 分量轻","","70","[名] 分量轻","軽量"
"スタイリッシュ[形2] 时尚，漂亮","","70","[形2] 时尚，漂亮","スタイリッシュ"
"ボディ[名] 机身","","70","[名] 机身","ボディ"
"アルミ[名] 镀铝，铝","","70","[名] 镀铝，铝","アルミ"
"あいちゃく（愛着）[名] 留恋，难舍","","70","[名] 留恋，难舍","愛着"
"こだわり[名] 精益求精，拘泥","","70","[名] 精益求精，拘泥","こだわり"
"シルバー[名] 银，银色","","70","[名] 银，银色","シルバー"
"メモリカード[名] 存储卡，记忆卡","","70","[名] 存储卡，记忆卡","メモリカード"
"せつぞく（接続）[名] 接续","","70","[名] 接续","接続"
"ケーブル[名] 电缆，电线","","70","[名] 电缆，电线","ケーブル"
"セット[名] 成套，一组；安装，组装","","70","[名] 成套，一组；安装，组装","セット"
"デジタルライフ[名] 数码生活","","70","[名] 数码生活","デジタルライフ"
"～がた（～型）～型，～型号","","70","～型，～型号","～型"
"～たびに 每当……的时候，一……就……","","70","每当……的时候，一……就……","～たびに"
"～しょく（～色）～色","","70","～色","～色"
"～しだいで（次第で）根据～的情况","","70","根据～的情况","次第で"
"だいがくせい（大学生）[名] 大学生","","70","[名] 大学生","大学生"
"さけぶ（叫ぶ）[动1] 喊叫，大声叫","","70","[动1] 喊叫，大声叫","叫ぶ"
"こう（高）[专] 高","","70","[专] 高","高"
"けつえきがた（血液型）[名] 血型","","70","[名] 血型","血液型"
"エーがた（A型）[名] A型","","70","[名] A型","A型"
"おおがた（大型）[名] 大型","","70","[名] 大型","大型"
"エイチツーがたミサイル（H２型ミサイル）[名] H2型导弹","","70","[名] H2型导弹","H２型ミサイル"
"きあつはいち（気圧配置）[名] 气压态势，气压装置","","70","[名] 气压态势，气压装置","気圧配置"
"ピラミッド[名] 金字塔","","70","[名] 金字塔","ピラミッド"
"ロボット[名] 机器人","","70","[名] 机器人","ロボット"
"シェフ[名] 厨师，炊事班长","","70","[名] 厨师，炊事班长","シェフ"
"のぞむ（望む）[动1] 想，希望","","70","[动1] 想，希望","望む"
"しゃたく（社宅）[名] 员工住宅","","70","[名] 员工住宅","社宅"
"ぜんかい（前回）[名] 上次，前一次","","70","[名] 上次，前一次","前回"
"しょうり（勝利）[名] 胜利","","70","[名] 胜利","勝利"
"たいさ（大差）[名] 很大差别","","70","[名] 很大差别","大差"
"きんきゅう（緊急）[名] 紧急","","70","[名] 紧急","緊急"
"ぶじ（無事）[形2] 顺利，平安，无变故","","70","[形2] 顺利，平安，无变故","無事"
"ひなんする（避難する）[动3] 避难，逃生","","70","[动3] 避难，逃生","避難する"
"くんれん（訓練）[名] 训练","","70","[名] 训练","訓練"
"おぼれる[动2] 溺水，淹没","","70","[动2] 溺水，淹没","おぼれる"
"よろこび（喜び）[名] 喜悦","","70","[名] 喜悦","喜び"
"こうちょうせんせい（校長先生）[名] 校长先生","","70","[名] 校长先生","校長先生"
"はんこ（判子）[名] 印章","","70","[名] 印章","判子"
"くしゃみ[名] 喷嚏","","70","[名] 喷嚏","くしゃみ"
"きずあと（傷跡）[名] 伤疤","","70","[名] 伤疤","傷跡"
"あしこし（足腰）[名] 腰腿","","70","[名] 腰腿","足腰"
"おとろえる（衰える）[动2] 衰弱","","70","[动2] 衰弱","衰える"
"こだわる[动1] 拘泥","","70","[动1] 拘泥","こだわる"
"くいちがい（食い違い）[名] 分歧，不一致","","70","[名] 分歧，不一致","食い違い"
"かみがた（髪型）[名] 发型","","70","[名] 发型","髪型"
"びよういん（美容院）[名] 美容美发店","","70","[名] 美容美发店","美容院"
"しょうげん（証言）[名] 证词","","70","[名] 证词","証言"
"ひこく（被告）[名] 被告","","70","[名] 被告","被告"
"ゆうざい（有罪）[名] 有罪","","70","[名] 有罪","有罪"
"のうりょく（能力）[名] 能力","","70","[名] 能力","能力"
"つまみ[名] 提纽，抓手","","70","[名] 提纽，抓手","つまみ"
"とって（取っ手）[名] 把儿，把手，手柄","","70","[名] 把儿，把手，手柄","取っ手"
"ほんたい（本体）[名] 机身","","70","[名] 机身","本体"
"ばめん（場面）[名] 场景，场面","","70","[名] 场景，场面","場面"
"ようしき（様式）[名] 样式，模式","","70","[名] 样式，模式","様式"
"～あと（～跡）～痕，～痕迹","","70","～痕，～痕迹","～跡"
"れんじつ（連日）[名] 连日","","70","[名] 连日","連日"
"デジタルオーディオ[名] 数码音响","","70","[名] 数码音响","デジタルオーディオ"
"さんざん[形2] 狼狈，糟糕，糟透","","70","[形2] 狼狈，糟糕，糟透","さんざん"
"きょうふう（強風）[名] 强风","","70","[名] 强风","強風"
"ペットフード[名] 宠物食品","","70","[名] 宠物食品","ペットフード"
"えいせいじょうたい（衛生状態）[名] 卫生状态","","70","[名] 卫生状态","衛生状態"
"しょくひ（食費）[名] 伙食费","","70","[名] 伙食费","食費"
"ぶつぞう（仏像）[名] 佛像","","70","[名] 佛像","仏像"
"はかる（量る）[动1] 称，测量","","70","[动1] 称，测量","量る"
"じっこうする（実行する）[动3] 执行，实践","","70","[动3] 执行，实践","実行する"
"さいがい（災害）[名] 灾害","","70","[名] 灾害","災害"
"しょくりょう（食料）[名] 食品，食物","","70","[名] 食品，食物","食料"
"ほじゅう（補充）[名] 补充","","70","[名] 补充","補充"
"ほんにん（本人）[名] 本人","","70","[名] 本人","本人"
"けんさ（検査）[名] 检查","","70","[名] 检查","検査"
"かわら（瓦）[名] 瓦","","71","[名] 瓦","瓦"
"かわらやね（瓦屋根）[名] 瓦屋顶","","71","[名] 瓦屋顶","瓦屋根"
"うつる（映る）[动1] 映，照","","71","[动1] 映，照","映る"
"うほうせん（烏蓬船）[名] 乌篷船","","71","[名] 乌篷船","烏蓬船"
"かめ（甕）[名] 缸，罐儿","","71","[名] 缸，罐儿","甕"
"つむ（積む）[动1] 装载","","71","[动1] 装载","積む"
"いらい（以来）[名] 以后，以来","","71","[名] 以后，以来","以来"
"しゅほう（手法）[名] 方法，手法","","71","[名] 方法，手法","手法"
"かんこ（鑒湖）[专] 鉴湖","","71","[专] 鉴湖","鑒湖"
"さかえる（栄える）[动2] 昌盛繁荣，繁荣兴盛，兴旺","","71","[动2] 昌盛繁荣，繁荣兴盛，兴旺","栄える"
"まさか[副] 绝没想到，怎能","","71","[副] 绝没想到，怎能","まさか"
"しゅぞう（酒造）[名] 酿酒（公司）","","71","[名] 酿酒（公司）","公司"
"でしたら[连] 那么，如此的话","","71","[连] 那么，如此的话","でしたら"
"めんする（面する）[动3] 面向，面对","","71","[动3] 面向，面对","面する"
"かんきょうしゅてん（咸亨酒店）[专] 咸亨酒店","","71","[专] 咸亨酒店","咸亨酒店"
"きょうかしょ（教科書）[名] 教科书","","71","[名] 教科书","教科書"
"のる（載る）[动1] 登载，记载","","71","[动1] 登载，记载","載る"
"ろじんきねんかん（魯迅記念館）[专] 鲁迅纪念馆","","71","[专] 鲁迅纪念馆","魯迅記念館"
"たちよる（立ち寄る）[动1] 顺路到，顺便到；走近","","71","[动1] 顺路到，顺便到；走近","立ち寄る"
"～づくり（～作り）制作～","","71","制作～","～作り"
"～かんけい（～関係）～方面，～相关","","71","～方面，～相关","～関係"
"みぎて（右手）[名] 右边，右方；右手","","71","[名] 右边，右方；右手","右手"
"ひだりて（左手）[名] 左边，左方；左手","","71","[名] 左边，左方；左手","左手"
"じいん（寺院）[名] 寺院","","71","[名] 寺院","寺院"
"ようさい（要塞）[名] 要塞","","71","[名] 要塞","要塞"
"あしもと（足元）[名] 脚底","","71","[名] 脚底","足元"
"ふれる（触れる）[动2] 触摸，碰","","71","[动2] 触摸，碰","触れる"
"ふんすい（噴水）[名] 喷泉","","71","[名] 喷泉","噴水"
"すいごう（水郷）[名] 水乡","","71","[名] 水乡","水郷"
"チーズ[名] 茄—子（音）","","71","[名] 茄—子（音）","音"
"ぎゃっこう（逆光）[名] 逆光","","71","[名] 逆光","逆光"
"みどころ（見どころ）[名] 值得看的地方","","71","[名] 值得看的地方","見どころ"
"めいさん（名産）[名] 特产，名产","","71","[名] 特产，名产","名産"
"ゆうきゅう（悠久）[名] 悠久","","71","[名] 悠久","悠久"
"いちいたいすい（一衣帯水）[名] 一衣带水","","71","[名] 一衣带水","一衣帯水"
"りんごく（隣国）[名] 邻邦，邻国","","71","[名] 邻邦，邻国","隣国"
"いたい（衣帯）[名] 带子；衣服和腰带","","71","[名] 带子；衣服和腰带","衣帯"
"おび（帯）[名] 带子，腰带","","71","[名] 带子，腰带","帯"
"へだてる（隔てる）[动2] 隔开，分开","","71","[动2] 隔开，分开","隔てる"
"となりあう（隣り合う）[动1] 相邻，邻接，挨着","","71","[动1] 相邻，邻接，挨着","隣り合う"
"きょういん（教員）[名] 教师，教员","","71","[名] 教师，教员","教員"
"ぎせいしゃ（犠牲者）[名] 死亡，牺牲者","","71","[名] 死亡，牺牲者","犠牲者"
"スタジアム[名] 运动场；棒球场","","71","[名] 运动场；棒球场","スタジアム"
"きんゆう（金融）[名] 金融","","71","[名] 金融","金融"
"おもてどおり（表通り）[名] 主要街道，大马路","","71","[名] 主要街道，大马路","表通り"
"ゆうひ（夕日）[名] 夕阳","","71","[名] 夕阳","夕日"
"ぶっきょう（仏教）[名] 佛教","","71","[名] 佛教","仏教"
"なかば（半ば）[名] 中间，一半","","71","[名] 中间，一半","半ば"
"みなと（港）[名] 港口","","71","[名] 港口","港"
"ぼうえき（貿易）[名] 贸易","","71","[名] 贸易","貿易"
"えど（江戸）[专] 江户（时代）","","71","[专] 江户（时代）","时代"
"きんかくじ（金閣寺）[专] 金阁寺","","71","[专] 金阁寺","金閣寺"
"むろまち（室町）[专] 室町时代","","71","[专] 室町时代","室町"
"いじゅうする（移住する）[动3] 移居","","71","[动3] 移居","移住する"
"きよみずでら（清水寺）[专] 清水寺","","71","[专] 清水寺","清水寺"
"めぐる（巡る）[动1] 巡游","","71","[动1] 巡游","巡る"
"ていき（定期）[名] 定期","","71","[名] 定期","定期"
"てんだんこうえん（天壇公園）[专] 天坛公园","","71","[专] 天坛公园","天壇公園"
"みんのじゅうさんりょう（明の十三陵）[专] 明十三陵","","71","[专] 明十三陵","明の十三陵"
"らいにちする（来日する）[动3] 来日本","","71","[动3] 来日本","来日する"
"ごうかきゃくせん（豪華客船）[名] 豪华客船","","71","[名] 豪华客船","豪華客船"
"たんじょうする（誕生する）[动3] 诞生","","71","[动3] 诞生","誕生する"
"きょだい（巨大）[形2] 巨大","","71","[形2] 巨大","巨大"
"つなみ（津波）[名] 海啸","","71","[名] 海啸","津波"
"たいへいよう（太平洋）[名] 太平洋","","71","[名] 太平洋","太平洋"
"ひょうりゅうする（漂流する）[动3] 漂流","","71","[动3] 漂流","漂流する"
"～しゅう（～周）～周","","71","～周","～周"
"こうなんこちん（江南古鎮）[专] 江南古镇","","71","[专] 江南古镇","江南古鎮"
"こうなん（江南）[专] 江南","","71","[专] 江南","江南"
"ちょうこう（長江）[专] 长江","","71","[专] 长江","長江"
"かりゅう（下流）[名] 下游，下流","","71","[名] 下游，下流","下流"
"なんがん（南岸）[名] 南岸","","71","[名] 南岸","南岸"
"こちん（古鎮）[名] 古镇","","71","[名] 古镇","古鎮"
"うちん（烏鎮）[专] 乌镇","","71","[专] 乌镇","烏鎮"
"しゅうそう（周荘）[专] 周庄","","71","[专] 周庄","周荘"
"せいとう（西塘）[专] 西塘","","71","[专] 西塘","西塘"
"どうり（同里）[专] 同里","","71","[专] 同里","同里"
"しゅかかく（朱家角）[专] 朱家角","","71","[专] 朱家角","朱家角"
"すいじょう（水上）[名] 水上，水名","","71","[名] 水上，水名","水上"
"しょしゅん（初春）[名] 初春","","71","[名] 初春","初春"
"ひときわ[副] 格外，尤其","","71","[副] 格外，尤其","ひときわ"
"そぼく（素朴）[形2] 朴素","","71","[形2] 朴素","素朴"
"いしだたみ（石畳）[名] 石板路，铺石的地","","71","[名] 石板路，铺石的地","石畳"
"えんえん（延々）[副] 绵延不绝，连绵不断","","71","[副] 绵延不绝，连绵不断","延々"
"ひっけん（必見）[名] 必须看（的地方）","","71","[名] 必须看（的地方）","的地方"
"こんげき（昆劇）[名] 昆曲，昆剧","","71","[名] 昆曲，昆剧","昆劇"
"えつげき（越劇）[名] 越剧","","71","[名] 越剧","越劇"
"ぜひとも[副] 一定，务必","","71","[副] 一定，务必","ぜひとも"
"せんどう（船頭）[名] 船家，船老大，船夫","","71","[名] 船家，船老大，船夫","船頭"
"しんちょう（瀋庁）[名] 牌楼","","71","[名] 牌楼","瀋庁"
"はしら（柱）[名] 柱子","","71","[名] 柱子","柱"
"ほどこす（施す）[动1] 施加，施","","71","[动1] 施加，施","施す"
"あめかぜ（雨風）[名] 风雨","","71","[名] 风雨","雨風"
"ひさし[名] 垂檐，房檐","","71","[名] 垂檐，房檐","ひさし"
"みはる（見張る）[动1] 瞠目结舌；监视，看守","","71","[动1] 瞠目结舌；监视，看守","見張る"
"ふごう（富豪）[名] 富豪","","71","[名] 富豪","富豪"
"たいしえん（退思園）[专] 退思园","","71","[专] 退思园","退思園"
"みあきる（見飽きる）[动2] 看厌，看腻","","71","[动2] 看厌，看腻","見飽きる"
"ほくだいがい（北大街）[专] 北大街","","71","[专] 北大街","北大街"
"しょうてんがい（商店街）[名] 商业街，商店街","","71","[名] 商业街，商店街","商店街"
"いろこい（色濃い）[形1] 浓郁地，浓厚地","","71","[形1] 浓郁地，浓厚地","色濃い"
"みちはば（道幅）[名] 道路宽度","","71","[名] 道路宽度","道幅"
"りょうがわ（両側）[名] 两侧","","71","[名] 两侧","両側"
"いっせんがい（一線街）[专] 一线街","","71","[专] 一线街","一線街"
"ほうしょうきょう（放生橋）[专] 放生桥","","71","[专] 放生桥","放生橋"
"シンボル[名] 象征","","71","[名] 象征","シンボル"
"めをみはる（目を見張る）瞠目不已，瞪大眼睛","","71","瞠目不已，瞪大眼睛","目を見張る"
"～めぐり（～巡り）～游，～巡游","","71","～游，～巡游","～巡り"
"しき（四季）[名] 四季","","71","[名] 四季","四季"
"ざいがく（在学）[名] 在校，上学","","71","[名] 在校，上学","在学"
"しつど（湿度）[名] 湿度","","71","[名] 湿度","湿度"
"むしあつい（蒸し暑い）[形1] 闷热","","71","[形1] 闷热","蒸し暑い"
"ようちえん（幼稚園）[名] 幼儿园","","71","[名] 幼儿园","幼稚園"
"ぞくぞく（続々）[副] 源源不断，陆续，接着","","71","[副] 源源不断，陆续，接着","続々"
"もうもう[副] 烟滚滚，烟蒙蒙，灰蒙蒙","","71","[副] 烟滚滚，烟蒙蒙，灰蒙蒙","もうもう"
"けむり（煙）[名] 烟","","71","[名] 烟","煙"
"マニア[名] ～迷，爱好者","","71","[名] ～迷，爱好者","マニア"
"ぼきん（募金）[名] 募捐，捐款","","71","[名] 募捐，捐款","募金"
"けしょう（化粧）[名] 化妆","","71","[名] 化妆","化粧"
"そうさくかつどう（捜索活動）[名] 搜索活动","","71","[名] 搜索活动","捜索活動"
"けんきゅうかいはつ（研究開発）[名] 研究开发","","71","[名] 研究开发","研究開発"
"しゅじんこう（主人公）[名] 主人公","","71","[名] 主人公","主人公"
"あきる（飽きる）[动2] 腻烦，厌烦，厌倦","","71","[动2] 腻烦，厌烦，厌倦","飽きる"
"たべあきる（食べ飽きる）[动2] 吃腻","","71","[动2] 吃腻","食べ飽きる"
"ききあきる（聞き飽きる）[动2] 听腻","","71","[动2] 听腻","聞き飽きる"
"がか（画家）[名] 画家","","71","[名] 画家","画家"
"クラブ[名] 俱乐部","","71","[名] 俱乐部","クラブ"
"せいさく（政策）[名] 政策","","71","[名] 政策","政策"
"きゅうじんなん（求人難）[名] 招聘人难","","71","[名] 招聘人难","求人難"
"いまさら（今さら）[副] 现在更（不……）","","71","[副] 现在更（不……）","不……"
"ふぜい（風情）[名] 情调，风趣，情趣","","71","[名] 情调，风趣，情趣","風情"
"いわゆる[连体] 所谓的","","71","[连体] 所谓的","いわゆる"
"びょうしゃする（描写する）[动3] 描写","","71","[动3] 描写","描写する"
"しょ～（初～）初～","","71","初～","初～"
"ばん～（晩～）晚～","","71","晚～","晩～"
"しょき（初期）[名] 初期","","71","[名] 初期","初期"
"おしすすめる（推し進める）[动2] 推进","","71","[动2] 推进","推し進める"
"てきする（適する）[动3] 适合，适切","","71","[动3] 适合，适切","適する"
"しょうがい（生涯）[名] 生涯","","71","[名] 生涯","生涯"
"しんらいかんけい（信頼関係）[名] 信赖关系","","71","[名] 信赖关系","信頼関係"
"こと（古都）[名] 古都","","71","[名] 古都","古都"
"ゆうこう（友好）[名] 友好","","71","[名] 友好","友好"
"へいばよう（兵馬俑）[专] 兵马俑","","71","[专] 兵马俑","兵馬俑"
"リーダーシップ[名] 领导能力，统率力","","71","[名] 领导能力，统率力","リーダーシップ"
"ミステリーツアー[名] 探险旅游，探秘旅行","","71","[名] 探险旅游，探秘旅行","ミステリーツアー"
"けんぶつ（見物）[名] 游览，观光","","71","[名] 游览，观光","見物"
"うめつくす（埋め尽くす）[动1] 挤满，填满","","71","[动1] 挤满，填满","埋め尽くす"
"けつろん（結論）[名] 结论","","71","[名] 结论","結論"
"さんちょう（山頂）[名] 山顶","","71","[名] 山顶","山頂"
"たんきゅうしん（探求心）[名] 探求心","","71","[名] 探求心","探求心"
"～しん（～心）～心","","71","～心","～心"
"なんて[副] 简直，多少，实在","","72","[副] 简直，多少，实在","なんて"
"ビクトリアピーク[专] 维多利亚峰","","72","[专] 维多利亚峰","ビクトリアピーク"
"ながめる（眺める）[动2] 看，眺望，观看","","72","[动2] 看，眺望，观看","眺める"
"ふしぜん（不自然）[形2] 不自然","","72","[形2] 不自然","不自然"
"ナイトクルージング[名] 豪华夜景巡航游","","72","[名] 豪华夜景巡航游","ナイトクルージング"
"かいじょう（海上）[名] 海上","","72","[名] 海上","海上"
"ていはくする（停泊する）[动3] 停泊","","72","[动3] 停泊","停泊する"
"それなら[连] 那样的话","","72","[连] 那样的话","それなら"
"いっさい（一切）[副] 一概，一切","","72","[副] 一概，一切","一切"
"きょうれつ（強烈）[形2] 强烈","","72","[形2] 强烈","強烈"
"シナリオ[名] 剧本","","72","[名] 剧本","シナリオ"
"しゅうせいする（修正する）[动3] 修改，修正","","72","[动3] 修改，修正","修正する"
"ひゃくまんドルのやけい（１００万～の夜景） 价值100万美元的夜景","","72"," 价值100万美元的夜景","１００万～の夜景"
"とうほうのしんじゅ（東方の真珠）东方明珠","","72","东方明珠","東方の真珠"
"おお[叹] 哎呀，啊","","72","[叹] 哎呀，啊","おお"
"つる（釣る）[动1] 钓，钓鱼","","72","[动1] 钓，钓鱼","釣る"
"たのもしい（頼もしい）[形1] 靠得住，有出息，有望","","72","[形1] 靠得住，有出息，有望","頼もしい"
"おしゃべり[形2] 爱说的人；好说话，健谈","","72","[形2] 爱说的人；好说话，健谈","おしゃべり"
"かわいらしい[形1] 可爱","","72","[形1] 可爱","かわいらしい"
"のうさんぶつ（農産物）[名] 农作物","","72","[名] 农作物","農産物"
"ふやす（増やす）[动1] 增加","","72","[动1] 增加","増やす"
"むしば（虫歯）[名] 蛀牙，虫牙，龋齿","","72","[名] 蛀牙，虫牙，龋齿","虫歯"
"はいしゃ（歯医者）[名] 牙医","","72","[名] 牙医","歯医者"
"のみかい（飲み会）[名] 聚会，餐会","","72","[名] 聚会，餐会","飲み会"
"あてはまる（当てはまる）[动1] 适合；适用","","72","[动1] 适合；适用","当てはまる"
"スカーフ[名] 披肩，围巾","","72","[名] 披肩，围巾","スカーフ"
"ギャンブル[名] 赌博，投机","","72","[名] 赌博，投机","ギャンブル"
"せきにんをとる（責任を取る）负责任，承担责任","","72","负责任，承担责任","責任を取る"
"えいがかんとく（映画監督）[名] 电影导演","","72","[名] 电影导演","映画監督"
"てんごく（天国）[名] 天堂，天国","","72","[名] 天堂，天国","天国"
"じごく（地獄）[名] 地狱","","72","[名] 地狱","地獄"
"よこぎる（横切る）[动1] 横过，横穿过","","72","[动1] 横过，横穿过","横切る"
"ながれぼし（流れ星）[名] 流星","","72","[名] 流星","流れ星"
"ビザ[名] 签证，入境许可证","","72","[名] 签证，入境许可证","ビザ"
"なりたつ（成り立つ）[动1] 成立","","72","[动1] 成立","成り立つ"
"のうりつ（能率）[名] 效率","","72","[名] 效率","能率"
"さいけんする（再建する）[动3] 重新建设","","72","[动3] 重新建设","再建する"
"むこうぎし（向こう岸）[名] 对岸","","72","[名] 对岸","向こう岸"
"きょり（距離）[名] 距离","","72","[名] 距离","距離"
